n_steps,bt_rmse,et_rmse,ror_rmse,bt_mae,et_mae,ror_mae,terminal_bt_error,terminal_et_error,terminal_ror_error,roast_id,observer_enabled,start_weight_kg,bean_start_temp_c,charge_temp_c,model_json
784,9.629294570443955,2.2064078786377523,23.83980798926787,1.0065003219251827,1.0806082329961035,10.803918072322876,0.1661970645811266,0.10560603310165106,12.31271418268719,PR-0173,True,,,221.2,C:\Projects\roastos\roastos-prototype\artifacts\models\physics_model_v3_0.json
755,9.553289080740944,2.083532701606701,33.84321225493826,0.9242649013119295,0.9158505062962085,11.284883991819749,-1.5999153021084567e-05,-0.32224965869770017,-0.01648760912450975,PR-0181,True,,,226.0,C:\Projects\roastos\roastos-prototype\artifacts\models\physics_model_v3_0.json
600,10.192095539469184,2.930107385032648,42.63793742786088,1.1904679360253068,1.6134908848736123,14.699759582049946,0.043943813176980484,-0.22055551283673935,0.6279430010762059,PR-0186,True,,,227.2,C:\Projects\roastos\roastos-prototype\artifacts\models\physics_model_v3_0.json
