i,roast_id,time_s,phase_used,phase_actual_next,gas,pressure,drum_speed,start_weight_kg,bean_start_temp_c,charge_temp_c,start_temp_c,observer_enabled,actual_bt,pred_bt,actual_et,pred_et,actual_ror,pred_ror,pred_e_drum_raw,pred_e_drum,pred_m_burden,pred_p_dry,pred_p_mai,pred_p_dev,bt_error,et_error,ror_error
13,PR-0173,13.0,drying,drying,0.75,118.8,0.65,,,221.2,,True,177.0,183.62059259801327,159.8,176.82334227043575,-570.0,-329.7212070368022,1.811897581716817,-0.009565936605324088,0.7820584662796036,1.0,1.0,0.5276902999549713,6.620592598013275,17.023342270435734,240.27879296319782
14,PR-0173,14.0,drying,drying,0.75,129.8,0.65,,,221.2,,True,171.5,176.3921165418031,156.0,170.91089706337075,-330.0,-352.8467115849089,2.0086312136093993,-0.0018142351417745164,0.7655854361435519,1.0,1.0,0.5276902999549713,4.892116541803091,14.910897063370754,-22.846711584908917
15,PR-0173,15.0,drying,drying,0.75,130.4,0.65,,,221.2,,True,166.8,169.84944409585952,153.2,165.73829175555522,-281.9999999999993,-330.74192830117346,2.200923792423625,0.005762479882923585,0.7492295587850377,1.0,1.0,0.5276902999549713,3.0494440958595135,12.538291755555235,-48.74192830117414
16,PR-0173,16.0,drying,drying,0.75,131.2,0.65,,,221.2,,True,162.8,164.03713988658708,151.0,161.34019201480046,-240.0,-310.1054578116458,2.387995156437133,0.013133468525086716,0.7329757854660238,1.0,1.0,0.5276902999549713,1.237139886587073,10.340192014800465,-70.1054578116458
17,PR-0173,17.0,drying,drying,0.75,131.9,0.65,,,221.2,,True,155.8,158.94509243922045,147.8,157.64538887075577,-420.0,-291.12192914162273,2.570309803924504,0.020317032952576256,0.7168098806529241,1.0,1.0,0.5276902999549713,3.1450924392204342,9.845388870755755,128.87807085837727
18,PR-0173,18.0,drying,drying,0.75,130.2,0.65,,,221.2,,True,152.2,153.32313235430357,146.0,154.21796591273934,-216.00000000000136,-303.209479480724,2.757810169088722,0.027704925104402832,0.7007344696702537,1.0,1.0,0.5276902999549713,1.1231323543035785,8.217965912739345,-87.20947948072262
19,PR-0173,19.0,drying,drying,0.75,131.3,0.65,,,221.2,,True,146.5,148.52875401699703,143.5,151.3201481482839,-341.9999999999993,-279.2603847486108,2.938900383209007,0.03484024439031517,0.6847359806486009,1.0,1.0,0.5276902999549713,2.028754016997027,7.8201481482838915,62.7396152513885
20,PR-0173,20.0,drying,drying,0.75,131.2,0.65,,,221.2,,True,143.2,143.56251026516694,142.2,148.6361511260597,-198.00000000000068,-280.87705268508216,3.1185919813146614,0.04192045538740438,0.6688139940346886,1.0,1.0,0.5276902999549713,0.3625102651669465,6.436151126059713,-82.87705268508148
21,PR-0173,21.0,drying,drying,0.75,130.6,0.65,,,221.2,,True,137.8,139.3084397885881,140.0,146.39534520189315,-323.99999999999864,-259.3006034115137,3.2989603801986904,0.04902733369873869,0.6529569561847838,1.0,1.0,0.5276902999549713,1.5084397885880776,6.39534520189315,64.69939658848494
22,PR-0173,22.0,drying,drying,0.75,129.7,0.65,,,221.2,,True,134.0,134.80519833967148,138.8,144.2580210433275,-228.00000000000068,-262.12351332284146,3.4812356702330263,0.05620934736328365,0.6371663239909537,1.0,1.0,0.5276902999549713,0.8051983396714775,5.458021043327477,-34.12351332284078
23,PR-0173,23.0,drying,drying,0.75,131.0,0.65,,,221.2,,True,130.5,130.69552235282882,137.5,142.43567057237348,-210.0,-247.61058568402882,3.6563284877215843,0.06310835713871518,0.6214350120617017,1.0,1.0,0.5276902999549713,0.19552235282881725,4.935670572373482,-37.61058568402882
24,PR-0173,24.0,drying,drying,0.75,128.8,0.65,,,221.2,,True,126.8,126.93789097841386,136.5,140.81705036349817,-222.00000000000017,-234.46750189970356,3.838740671819837,0.07029576470518432,0.6057574626482826,1.0,1.0,0.5276902999549713,0.13789097841386422,4.3170503634981685,-12.467501899703393
25,PR-0173,25.0,drying,drying,0.75,130.2,0.65,,,221.2,,True,123.2,123.34299721910604,135.5,139.4172993967289,-215.99999999999966,-226.22117556736737,4.013556728305102,0.07718386953948482,0.5901298596821242,1.0,1.0,0.5276902999549713,0.1429972191060358,3.9172993967289074,-10.221175567367709
26,PR-0173,26.0,drying,drying,0.75,129.2,0.65,,,221.2,,True,120.0,119.89036719161905,134.5,138.175692208666,-192.00000000000017,-218.17031633212332,4.190747485491233,0.08416554236580231,0.5745491990881213,1.0,1.0,0.5276902999549713,-0.10963280838095102,3.6756922086659927,-26.17031633212315
27,PR-0173,27.0,drying,drying,0.75,130.6,0.65,,,221.2,,True,117.0,116.66310751092958,133.8,137.04784939129104,-180.0,-207.83673809119946,4.360394329333497,0.09084996980735266,0.5590120895190991,1.0,1.0,0.5276902999549713,-0.33689248907042213,3.2478493912910267,-27.836738091199464
28,PR-0173,28.0,drying,drying,0.75,130.1,0.65,,,221.2,,True,114.2,113.64896755492347,133.2,136.07435582215436,-167.99999999999983,-197.96551522032536,4.530406135370197,0.09754877749466748,0.5435148562853284,1.0,1.0,0.5276902999549713,-0.5510324450765296,2.874355822154371,-29.96551522032553
29,PR-0173,29.0,drying,drying,0.75,129.8,0.65,,,221.2,,True,111.5,110.8392591559455,132.5,135.2363365520172,-162.00000000000017,-188.42694410896786,4.699954681726245,0.10422933181721712,0.5280541003282487,1.0,1.0,0.5276902999549713,-0.6607408440545015,2.7363365520172067,-26.42694410896769
30,PR-0173,30.0,drying,drying,0.75,130.9,0.65,,,221.2,,True,109.0,108.19173302022136,132.0,134.47172106495276,-150.0,-180.01722646159988,4.8632725952264435,0.11066438665214534,0.512627465787397,1.0,1.0,0.5276902999549713,-0.8082669797786366,2.47172106495276,-30.017226461599876
31,PR-0173,31.0,drying,drying,0.75,131.3,0.65,,,221.2,,True,106.8,105.71528154196115,131.5,133.8080528792042,-132.00000000000017,-171.47785539978534,5.0233081850853525,0.1169701113225803,0.4972322324431854,1.0,1.0,0.5276902999549713,-1.08471845803885,2.3080528792042116,-39.47785539978517
32,PR-0173,32.0,drying,drying,0.75,131.8,0.65,,,221.2,,True,104.5,103.44644929150402,131.2,133.21706604013622,-137.99999999999983,-162.18030581775278,5.1796819884128125,0.12313155422613088,0.481865597289869,1.0,1.0,0.5276902999549713,-1.053550708495976,2.0170660401362284,-24.180305817752952
33,PR-0173,33.0,drying,drying,0.75,133.1,0.65,,,221.2,,True,102.2,101.27762065282819,131.0,132.72630742532397,-137.99999999999983,-155.81725621763107,5.329132334061564,0.12902019894817798,0.46652555800908746,1.0,1.0,0.5276902999549713,-0.9223793471718125,1.7263074253239665,-17.81725621763124
34,PR-0173,34.0,drying,drying,0.75,130.2,0.65,,,221.2,,True,100.2,99.17625008064778,130.8,132.3325424719749,-120.0,-150.21332366830327,5.4890444739244115,0.13532105944004857,0.45121047008356124,1.0,1.0,0.5276902999549713,-1.0237499193522268,1.5325424719748924,-30.213323668303275
35,PR-0173,35.0,drying,drying,1.0,131.2,0.65,,,221.2,,True,98.2,97.2270270673761,130.5,132.7223054970684,-120.0,-142.45509998505898,5.893234631122913,0.15124696597146806,0.4359109767579168,1.0,1.0,0.5276902999549713,-0.9729729326239038,2.2223054970683904,-22.45509998505898
36,PR-0173,36.0,drying,drying,1.0,130.5,0.65,,,221.2,,True,96.5,95.40459278967595,130.5,132.9533648160553,-102.00000000000017,-135.50840246576638,6.2962688896354315,0.1671273277658253,0.4206273971818595,1.0,1.0,0.5276902999549713,-1.0954072103240549,2.4533648160553128,-33.50840246576621
37,PR-0173,37.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,94.8,93.75552884584008,130.5,133.14186848167392,-102.00000000000017,-126.74892179491647,6.696097377815968,0.18288137575031096,0.40535842320858434,1.0,1.0,0.5276902999549713,-1.0444711541599219,2.6418684816739244,-24.7489217949163
38,PR-0173,38.0,drying,drying,1.0,130.0,0.65,,,221.2,,True,93.2,92.21035727732159,130.5,133.29949885422815,-95.99999999999966,-119.65265270969343,7.093164439494416,0.19852661796705978,0.3901033246472688,1.0,1.0,0.5276902999549713,-0.9896427226784112,2.7994988542281476,-23.65265270969377
39,PR-0173,39.0,drying,drying,1.0,130.1,0.65,,,221.2,,True,91.8,90.76000471770989,130.5,133.43460218062313,-84.00000000000034,-112.78658074331278,7.485848544429507,0.2139991628576051,0.3748613785782855,1.0,1.0,0.5276902999549713,-1.039995282290107,2.9346021806231306,-28.78658074331244
40,PR-0173,40.0,drying,drying,1.0,129.8,0.65,,,221.2,,True,90.5,89.4322523781818,130.5,133.55329595440193,-77.99999999999983,-105.37199760618836,7.875842666694962,0.22936571701135297,0.35963152309495966,1.0,1.0,0.5276902999549713,-1.0677476218181994,3.053295954401932,-27.37199760618853
41,PR-0173,41.0,drying,drying,1.0,131.0,0.65,,,221.2,,True,89.0,88.21125603813914,130.8,133.65966276869193,-90.0,-98.63306279768803,8.256989414218902,0.2443836667751314,0.3444128139068913,1.0,1.0,0.5276902999549713,-0.7887439618608596,2.859662768691919,-8.633062797688027
42,PR-0173,42.0,drying,drying,1.0,131.1,0.65,,,221.2,,True,88.0,86.9935116367051,130.8,133.8290969536323,-60.0,-94.72300135224144,8.633912408141029,0.259235192137236,0.32920458782098794,1.0,1.0,0.5276902999549713,-1.0064883632949062,3.0290969536322905,-34.72300135224144
43,PR-0173,43.0,drying,drying,1.0,130.2,0.65,,,221.2,,True,86.8,85.94054388248924,131.0,133.97186405401433,-72.00000000000017,-86.73917702189847,9.010776747263082,0.27408440638204357,0.3140054637416229,1.0,1.0,0.5276902999549713,-0.85945611751076,2.9718640540143326,-14.7391770218983
44,PR-0173,44.0,drying,drying,1.0,129.9,0.65,,,221.2,,True,85.5,84.9241713258816,131.2,134.14337194445667,-77.99999999999983,-82.36321869151837,9.38510930137363,0.28883386319651105,0.29881478830891955,1.0,1.0,0.5276902999549713,-0.575828674118398,2.943371944456686,-4.36321869151854
45,PR-0173,45.0,drying,drying,1.0,130.5,0.65,,,221.2,,True,84.5,83.89835856518864,131.5,134.33529232095253,-60.0,-79.13575280666932,9.75322481318364,0.30333835601861786,0.28363245180005814,1.0,1.0,0.5276902999549713,-0.6016414348113557,2.835292320952533,-19.135752806669316
46,PR-0173,46.0,drying,drying,1.0,130.8,0.65,,,221.2,,True,83.5,82.96772441718761,131.8,134.5657482926404,-60.0,-73.25777727506494,10.116422311495837,0.31764906920039565,0.2684571170729599,1.0,1.0,0.5276902999549713,-0.5322755828123888,2.7657482926403816,-13.257777275064939
47,PR-0173,47.0,drying,drying,1.0,131.2,0.65,,,221.2,,True,82.8,82.0968006015089,132.0,134.82373898105985,-42.00000000000017,-68.45432012797124,10.474338690318623,0.3317516956342116,0.2532879116771342,1.0,1.0,0.5276902999549713,-0.703199398491094,2.823738981059847,-26.454320127971073
48,PR-0173,48.0,drying,drying,1.0,130.6,0.65,,,221.2,,True,82.0,81.36072960236106,132.2,135.0774833339152,-47.99999999999983,-61.89385346681884,10.831149622112612,0.3458107652279054,0.23812352954777144,1.0,1.0,0.5276902999549713,-0.6392703976389384,2.8774833339152224,-13.89385346681901
49,PR-0173,49.0,drying,drying,1.0,129.2,0.65,,,221.2,,True,81.0,80.6740210547066,132.5,135.32828154604445,-60.0,-57.7687153043242,11.190164450360667,0.3599566727821662,0.22296350652176394,1.0,1.0,0.5276902999549713,-0.3259789452934001,2.828281546044451,2.2312846956757966
50,PR-0173,50.0,drying,drying,1.0,129.8,0.65,,,221.2,,True,80.2,79.95285845888102,133.0,135.60068919079606,-47.99999999999983,-55.78507465063043,11.54311541356681,0.3738636518366684,0.20780797104526716,1.0,1.0,0.5276902999549713,-0.24714154111897813,2.6006891907960608,-7.785074650630598
51,PR-0173,51.0,drying,drying,1.0,130.1,0.65,,,221.2,,True,79.5,79.2802672629422,133.2,135.93657015777387,-42.00000000000017,-51.623275040301294,11.891300008761176,0.3875828263885176,0.19265580267106,1.0,1.0,0.5276902999549713,-0.2197327370577966,2.7365701577738832,-9.623275040301124
52,PR-0173,52.0,drying,drying,1.0,131.5,0.65,,,221.2,,True,79.0,78.66828955638002,133.5,136.24557834510225,-30.0,-47.188948984152134,12.230230752231593,0.4009373805383444,0.17750666399204518,1.0,1.0,0.5276902999549713,-0.3317104436199827,2.7455783451022455,-17.188948984152134
53,PR-0173,53.0,drying,drying,1.0,131.2,0.65,,,221.2,,True,78.5,78.15934425435205,133.8,136.55913404204796,-30.0,-41.87660266243453,12.567009046647021,0.41420712385878083,0.16235947920908117,1.0,1.0,0.5276902999549713,-0.3406557456479504,2.759134042047947,-11.876602662434529
54,PR-0173,54.0,drying,drying,1.0,130.8,0.65,,,221.2,,True,77.8,77.71348651882973,134.0,136.8758796374242,-42.00000000000017,-37.82246792794721,12.902068702624582,0.42740914936215696,0.14721358554751862,1.0,1.0,0.5276902999549713,-0.08651348117027169,2.875879637424191,4.177532072052962
55,PR-0173,55.0,drying,drying,1.0,129.9,0.65,,,221.2,,True,77.5,77.23903189635307,134.5,137.17088238706103,-17.99999999999983,-36.145800175602865,13.237488337181516,0.4406253587468233,0.1320694864046845,1.0,1.0,0.5276902999549713,-0.2609681036469311,2.6708823870610274,-18.145800175603036
56,PR-0173,56.0,drying,drying,1.0,129.1,0.65,,,221.2,,True,77.0,76.8822101268006,134.8,137.52238068550673,-30.0,-30.828539003257582,13.572852064405454,0.453839365269931,0.11692544049656142,1.0,1.0,0.5276902999549713,-0.11778987319939915,2.722380685506721,-0.8285390032575819
57,PR-0173,57.0,drying,drying,1.0,130.7,0.65,,,221.2,,True,76.5,76.5306800280053,135.0,137.8659961070053,-30.0,-28.5335998212958,13.898265576332005,0.4666613132632316,0.10178147373521132,1.0,1.0,0.5276902999549713,0.03068002800530678,2.8659961070052873,1.4664001787041983
58,PR-0173,58.0,drying,drying,1.0,130.6,0.65,,,221.2,,True,76.2,76.1804289131861,135.5,138.1797008981973,-17.99999999999983,-26.29005179023788,14.220837239265862,0.47937128668063533,0.08663787243709749,1.0,1.0,0.5276902999549713,-0.01957108681389741,2.6797008981972965,-8.29005179023805
59,PR-0173,59.0,drying,drying,1.0,127.8,0.65,,,221.2,,True,76.0,75.90017758293354,135.8,138.5444586624406,-12.00000000000017,-22.410250794006945,14.55172719711439,0.4924090176768728,0.07149342607464375,1.0,1.0,0.5276902999549713,-0.09982241706646278,2.744458662440593,-10.410250794006775
60,PR-0173,60.0,drying,drying,1.0,129.6,0.65,,,221.2,,True,75.5,75.69452632837492,136.0,138.89736192386613,-30.0,-18.560344254217714,14.87188710510614,0.5050239630904999,0.05634750719212134,1.0,1.0,0.5276902999549713,0.1945263283749199,2.8973619238661286,11.439655745782286
61,PR-0173,61.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,75.5,75.43353093862318,136.5,139.2173111378672,0.0,-18.066193929131334,15.18595941113197,0.5173990447217389,0.04120099877135643,1.0,1.0,0.5276902999549713,-0.06646906137682151,2.717311137867199,-18.066193929131334
62,PR-0173,62.0,drying,drying,1.0,130.5,0.65,,,221.2,,True,75.2,75.30608926856578,136.8,139.5854497974899,-17.99999999999983,-12.829773748020544,15.496066421844397,0.5296178857285934,0.026052083380695874,1.0,1.0,0.5276902999549713,0.10608926856578194,2.785449797489889,5.170226251979285
63,PR-0173,63.0,drying,drying,1.0,131.0,0.65,,,221.2,,True,75.0,75.16055182668828,137.2,139.93996860154834,-12.00000000000017,-11.655984860722286,15.801010931816842,0.5416333138051994,0.010901078176413509,1.0,1.0,0.5276902999549713,0.16055182668827683,2.7399686015483553,0.3440151392778841
64,PR-0173,64.0,drying,drying,1.0,132.4,0.65,,,221.2,,True,74.8,75.0374583773443,137.5,140.30824125670134,-12.00000000000017,-9.41155710206016,16.097133990917555,0.5533011589445354,0.0,1.0,1.0,0.5276902999549713,0.23745837734429642,2.8082412567013364,2.588442897940011
65,PR-0173,65.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,74.8,74.92737433875588,137.8,140.66268730826354,0.0,-7.435996894476149,16.398953828085272,0.565193468617234,0.0,1.0,1.0,0.5276902999549713,0.12737433875588522,2.8626873082635313,-7.435996894476149
66,PR-0173,66.0,drying,drying,1.0,131.0,0.65,,,221.2,,True,74.8,74.89020618093046,138.0,141.00683083464364,0.0,-4.0307267676021725,16.69486946399531,0.5768531408649537,0.0,1.0,1.0,0.5276902999549713,0.09020618093046551,3.0068308346436368,-4.0307267676021725
67,PR-0173,67.0,drying,drying,1.0,131.3,0.65,,,221.2,,True,74.5,74.89547243924578,138.5,141.31924338587632,-17.99999999999983,-1.5941154003195872,16.986589085166532,0.5883474816780881,0.0,1.0,1.0,0.5276902999549713,0.39547243924577913,2.8192433858763195,16.405884599680242
68,PR-0173,68.0,drying,drying,1.0,130.7,0.65,,,221.2,,True,74.5,74.8310530750211,138.8,141.6809194269809,0.0,-2.0807768129747206,17.27786522688547,0.5998243485073073,0.0,1.0,1.0,0.5276902999549713,0.3310530750211029,2.8809194269808813,-2.0807768129747206
69,PR-0173,69.0,drying,drying,1.0,131.0,0.65,,,221.2,,True,74.5,74.82182224590376,139.2,142.0298059719619,0.0,0.7542444332549034,17.564991748807508,0.6111377119561262,0.0,1.0,1.0,0.5276902999549713,0.3218222459037605,2.8298059719619175,0.7542444332549034
70,PR-0173,70.0,drying,drying,1.0,129.6,0.65,,,221.2,,True,74.5,74.84732505680431,139.5,142.39368170301668,0.0,2.908907628026288,17.855019011282327,0.6225653704269608,0.0,1.0,1.0,0.5276902999549713,0.3473250568043085,2.893681703016682,2.908907628026288
71,PR-0173,71.0,drying,drying,1.0,131.5,0.65,,,221.2,,True,74.5,74.89287000608822,140.0,142.7437314528401,0.0,4.636945216672144,18.134312564727534,0.6335700991364033,0.0,1.0,1.0,0.5276902999549713,0.39287000608821643,2.743731452840109,4.636945216672144
72,PR-0173,72.0,drying,drying,1.0,132.1,0.65,,,221.2,,True,74.5,74.9528746003096,140.2,143.13164441555764,0.0,6.1518530556771385,18.408339465878857,0.6443673111345352,0.0,1.0,1.0,0.5276902999549713,0.4528746003095989,2.931644415557656,6.1518530556771385
73,PR-0173,73.0,drying,drying,1.0,130.4,0.65,,,221.2,,True,74.5,75.01904294198417,140.8,143.47492860858853,0.0,7.489177843271962,18.686634962170388,0.6553327143812978,0.0,1.0,1.0,0.5276902999549713,0.5190429419841678,2.674928608588516,7.489177843271962
74,PR-0173,74.0,drying,drying,1.0,130.8,0.65,,,221.2,,True,74.5,75.09284018043623,141.0,143.88201358999407,0.0,8.792260418869592,18.960498358992716,0.6661234839794488,0.0,1.0,1.0,0.5276902999549713,0.5928401804362267,2.8820135899940738,8.792260418869592
75,PR-0173,75.0,drying,drying,1.0,129.9,0.65,,,221.2,,True,74.8,75.1681881312791,141.5,144.23895153521448,17.99999999999983,10.014822086486841,19.23533369698597,0.6769525500179422,0.0,1.0,1.0,0.5276902999549713,0.3681881312790978,2.7389515352144826,-7.985177913512988
76,PR-0173,76.0,drying,drying,1.0,131.5,0.65,,,221.2,,True,74.8,75.34510982183531,141.8,144.6313744574942,0.0,13.6324760255028,19.50082410357414,0.6874134069314748,0.0,1.0,1.0,0.5276902999549713,0.545109821835311,2.831374457494178,13.6324760255028
77,PR-0173,77.0,drying,drying,1.0,131.1,0.65,,,221.2,,True,75.0,75.48396096801015,142.2,145.00123087316177,12.00000000000017,13.567699082991123,19.765308750602717,0.697834634892016,0.0,1.0,1.0,0.5276902999549713,0.48396096801015176,2.801230873161785,1.567699082990952
78,PR-0173,78.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,75.0,75.6658481787743,142.5,145.37889595817944,0.0,15.600835378693535,20.030446840173582,0.7082816098052399,0.0,1.0,1.0,0.5276902999549713,0.6658481787742971,2.8788959581794415,15.600835378693535
79,PR-0173,79.0,drying,drying,1.0,131.0,0.65,,,221.2,,True,75.2,75.80690830250875,143.0,145.73783287673484,12.00000000000017,15.470393565566464,20.290047545962736,0.7185104006410795,0.0,1.0,1.0,0.5276902999549713,0.6069083025087423,2.737832876734842,3.470393565566294
80,PR-0173,80.0,drying,drying,1.0,130.0,0.65,,,221.2,,True,75.5,75.99102788044584,143.2,146.1314623245937,17.99999999999983,17.48109510538998,20.551175105959715,0.7287993526089206,0.0,1.0,1.0,0.5276902999549713,0.49102788044584145,2.931462324593724,-0.5189048946098502
81,PR-0173,81.0,drying,drying,1.0,132.1,0.65,,,221.2,,True,75.8,76.23102889145589,143.5,146.4773310711742,17.99999999999983,19.72290710400811,20.801033381698716,0.7386442720723273,0.0,1.0,1.0,0.5276902999549713,0.4310288914558953,2.9773310711742056,1.7229071040082822
82,PR-0173,82.0,drying,drying,1.0,131.8,0.65,,,221.2,,True,76.0,76.50447282253697,143.8,146.81271538679457,12.00000000000017,21.2023007538761,21.049629933060043,0.748439477053208,0.0,1.0,1.0,0.5276902999549713,0.5044728225369681,3.0127153867945538,9.202300753875928
83,PR-0173,83.0,drying,drying,1.0,131.1,0.65,,,221.2,,True,76.2,76.76499271196013,144.0,147.14055205570853,12.00000000000017,21.420825213770556,21.29862652179376,0.758250444312532,0.0,1.0,1.0,0.5276902999549713,0.5649927119601301,3.1405520557085254,9.420825213770385
84,PR-0173,84.0,drying,drying,1.0,130.8,0.65,,,221.2,,True,76.5,77.0157308823661,144.5,147.4388062956271,17.99999999999983,21.748403272367643,21.546370003019852,0.7680120366113705,0.0,1.0,1.0,0.5276902999549713,0.5157308823660998,2.938806295627103,3.7484032723678133
85,PR-0173,85.0,drying,drying,1.0,132.8,0.65,,,221.2,,True,76.5,77.29622063989471,144.8,147.78731758931124,0.0,22.99702602694724,21.78339032690225,0.7773511149065008,0.0,1.0,1.0,0.5276902999549713,0.7962206398947131,2.987317589311232,22.99702602694724
86,PR-0173,86.0,drying,drying,1.0,132.4,0.65,,,221.2,,True,77.0,77.4954435425223,145.2,148.123942676683,30.0,21.480536853723514,22.01968959205211,0.7866617820348238,0.0,1.0,1.0,0.5276902999549713,0.4954435425222954,2.923942676682998,-8.519463146276486
87,PR-0173,87.0,drying,drying,1.0,130.7,0.65,,,221.2,,True,77.0,77.81060339848584,145.5,148.47630375111507,0.0,25.023272363319293,22.260634728702193,0.7961555058604755,0.0,1.0,1.0,0.5276902999549713,0.8106033984858385,2.9763037511150685,25.023272363319293
88,PR-0173,88.0,drying,drying,1.0,130.9,0.65,,,221.2,,True,77.5,78.03122408006287,145.8,148.81578481150163,30.0,23.09100620230609,22.49834584173263,0.8055218026397986,0.0,1.0,1.0,0.5276902999549713,0.53122408006287,3.015784811501618,-6.90899379769391
89,PR-0173,89.0,drying,drying,1.0,130.4,0.65,,,221.2,,True,77.8,78.35796360943272,146.2,149.1459498858327,17.99999999999983,26.3589867063448,22.73574127426562,0.8148756609715084,0.0,1.0,1.0,0.5276902999549713,0.5579636094327185,2.945949885832704,8.358986706344972
90,PR-0173,90.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,78.0,78.68476354440595,146.5,149.49334813142096,12.00000000000017,26.678602124497488,22.971175038599856,0.8241522256239373,0.0,1.0,1.0,0.5276902999549713,0.6847635444059534,2.9933481314209587,14.678602124497317
91,PR-0173,91.0,drying,drying,1.0,131.5,0.65,,,221.2,,True,78.2,78.97774542846095,146.8,149.8287266236517,12.00000000000017,26.20770143246616,23.199307031771887,0.8331410857814099,0.0,1.0,1.0,0.5276902999549713,0.7777454284609462,3.0287266236516928,14.207701432465988
92,PR-0173,92.0,drying,drying,1.0,129.8,0.65,,,221.2,,True,78.5,79.24967909868715,147.0,150.15568376436428,17.99999999999983,26.15091506555681,23.43216656916392,0.8423162207059197,0.0,1.0,1.0,0.5276902999549713,0.7496790986871531,3.1556837643642837,8.15091506555698
93,PR-0173,93.0,drying,drying,1.0,130.3,0.65,,,221.2,,True,79.0,79.53961974578336,147.5,150.45225753940537,30.0,27.106422406172413,23.66063608054917,0.8513183797610044,0.0,1.0,1.0,0.5276902999549713,0.5396197457833551,2.952257539405366,-2.8935775938275867
