i,roast_id,time_s,phase_used,phase_actual_next,gas,pressure,drum_speed,start_weight_kg,bean_start_temp_c,charge_temp_c,start_temp_c,observer_enabled,actual_bt,pred_bt,actual_et,pred_et,actual_ror,pred_ror,pred_e_drum_raw,pred_e_drum,pred_m_burden,pred_p_dry,pred_p_mai,pred_p_dev,bt_error,et_error,ror_error
171,PR-0173,171.0,drying,drying,1.0,150.4,0.65,,,221.2,,True,110.2,110.11906480239547,169.5,171.9764796164486,24.00000000000034,22.475583737015274,34.377898850867645,1.2736001254021543,0.0,1.0,1.0,0.5276902999549713,-0.08093519760453205,2.476479616448586,-1.524416262985067
172,PR-0173,172.0,drying,drying,1.0,149.8,0.65,,,221.2,,True,110.5,110.49457999274063,169.8,172.20414906099202,17.99999999999983,22.195708574032757,34.41651524475435,1.2751216891232573,0.0,1.0,1.0,0.5276902999549713,-0.005420007259374415,2.4041490609920118,4.195708574032928
173,PR-0173,173.0,drying,drying,1.0,149.7,0.65,,,221.2,,True,111.0,110.83868852771361,170.2,172.4428095775368,30.0,21.10940438523796,34.45515776082876,1.2766442821111854,0.0,1.0,1.0,0.5276902999549713,-0.16131147228638554,2.2428095775368035,-8.890595614762042
174,PR-0173,174.0,drying,drying,1.0,151.0,0.65,,,221.2,,True,111.5,111.23121305341924,170.2,172.71315887918706,30.0,22.070445643030283,34.488054132097,1.2779404654167663,0.0,1.0,1.0,0.5276902999549713,-0.26878694658076085,2.513158879187074,-7.929554356969717
175,PR-0173,175.0,drying,drying,1.0,149.0,0.65,,,221.2,,True,111.8,111.6489768166327,170.5,172.91055425231795,17.99999999999983,22.38583953448039,34.52886726218399,1.2795485849700112,0.0,1.0,1.0,0.5276902999549713,-0.15102318336730036,2.410554252317951,4.38583953448056
176,PR-0173,176.0,drying,drying,1.0,149.1,0.65,,,221.2,,True,112.2,112.01756909763132,170.8,173.1274313212214,24.00000000000034,20.739285142070152,34.568859974843534,1.2811243784236876,0.0,1.0,1.0,0.5276902999549713,-0.18243090236867943,2.3274313212213826,-3.2607148579301892
177,PR-0173,177.0,drying,drying,1.0,149.6,0.65,,,221.2,,True,112.5,112.3898174708711,171.0,173.35823989501878,17.99999999999983,20.525155712952447,34.60639132974362,1.2826031894226473,0.0,1.0,1.0,0.5276902999549713,-0.11018252912890603,2.3582398950187837,2.5251557129526176
178,PR-0173,178.0,drying,drying,1.0,149.1,0.65,,,221.2,,True,113.0,112.73058514421606,171.2,173.57513257351965,30.0,19.453755385950707,34.645608801727576,1.2841484368317975,0.0,1.0,1.0,0.5276902999549713,-0.26941485578393554,2.3751325735196644,-10.546244614049293
179,PR-0173,179.0,drying,drying,1.0,148.8,0.65,,,221.2,,True,113.2,113.11730555911682,171.5,173.78202434229135,12.00000000000017,20.357756892907034,34.6856709573714,1.285726966478964,0.0,1.0,1.0,0.5276902999549713,-0.08269444088318778,2.2820243422913506,8.357756892906863
180,PR-0173,180.0,drying,drying,1.0,149.7,0.65,,,221.2,,True,113.8,113.434341380648,171.8,174.00553819729652,35.99999999999966,18.266013670025185,34.72162191631964,1.2871435066933348,0.0,1.0,1.0,0.5276902999549713,-0.36565861935200417,2.205538197296505,-17.733986329974474
181,PR-0173,181.0,drying,drying,1.0,148.8,0.65,,,221.2,,True,114.0,113.84123741198157,172.0,174.241234315751,12.00000000000017,20.289446917300666,34.76092394081755,1.2886920856418862,0.0,1.0,1.0,0.5276902999549713,-0.15876258801843335,2.241234315751001,8.289446917300495
182,PR-0173,182.0,drying,drying,1.0,150.1,0.65,,,221.2,,True,114.5,114.17031548266654,172.0,174.4613481487407,30.0,17.965291241501642,34.79447322542504,1.2900139950484837,0.0,1.0,1.0,0.5276902999549713,-0.3296845173334617,2.4613481487407114,-12.034708758498358
183,PR-0173,183.0,drying,drying,1.0,149.6,0.65,,,221.2,,True,114.8,114.54687495700765,172.5,174.6221750998239,17.99999999999983,18.961621174180106,34.82974844781931,1.2914039098811954,0.0,1.0,1.0,0.5276902999549713,-0.2531250429923517,2.1221750998238917,0.9616211741802765
184,PR-0173,184.0,drying,drying,1.0,148.9,0.65,,,221.2,,True,115.2,114.89158653772866,172.5,174.86066343526076,24.00000000000034,17.74862853966726,34.86755692087565,1.292893639893832,0.0,1.0,1.0,0.5276902999549713,-0.30841346227134636,2.3606634352607614,-6.2513714603330826
185,PR-0173,185.0,drying,drying,1.0,150.8,0.65,,,221.2,,True,115.8,115.24545044704205,172.8,175.03444804592087,35.99999999999966,17.72577753754524,34.89715387279656,1.2940598194296582,0.0,1.0,1.0,0.5276902999549713,-0.5545495529579512,2.234448045920857,-18.274222462454418
186,PR-0173,186.0,drying,drying,1.0,149.3,0.65,,,221.2,,True,116.0,115.67247357129507,173.0,175.2340345772792,12.00000000000017,19.159189473944558,34.932639147096836,1.2954580107306664,0.0,1.0,1.0,0.5276902999549713,-0.3275264287049282,2.2340345772792034,7.159189473944387
187,PR-0173,187.0,drying,drying,1.0,149.9,0.65,,,221.2,,True,116.5,116.01218645508956,173.2,175.4280302950921,30.0,16.460561512868846,34.96529585189468,1.2967447506944483,0.0,1.0,1.0,0.5276902999549713,-0.4878135449104377,2.228030295092111,-13.539438487131154
188,PR-0173,188.0,drying,drying,1.0,150.6,0.65,,,221.2,,True,116.8,116.39688563375456,173.5,175.61781540604673,17.99999999999983,17.26927433024076,34.994739986758546,1.2979049089303405,0.0,1.0,1.0,0.5276902999549713,-0.4031143662454326,2.1178154060467307,-0.7307256697590709
189,PR-0173,189.0,drying,drying,1.0,150.8,0.65,,,221.2,,True,117.0,116.74456003911976,173.8,175.82856527905568,12.00000000000017,15.909312414162148,35.023065108020624,1.2990209757758018,0.0,1.0,1.0,0.5276902999549713,-0.25543996088023846,2.0285652790556696,3.9093124141619775
190,PR-0173,190.0,drying,drying,1.0,150.9,0.65,,,221.2,,True,117.5,117.0376502292253,173.8,176.05441315597034,30.0,14.255566620285107,35.050694691943505,1.3001096370487721,0.0,1.0,1.0,0.5276902999549713,-0.4623497707746935,2.254413155970326,-15.744433379714893
191,PR-0173,191.0,drying,drying,1.0,149.8,0.65,,,221.2,,True,117.8,117.39237612107958,174.0,176.2191961509238,17.99999999999983,15.655379804856018,35.08258312741945,1.3013661056534087,0.0,1.0,1.0,0.5276902999549713,-0.4076238789204183,2.219196150923807,-2.3446201951438113
192,PR-0173,192.0,drying,drying,1.0,149.0,0.65,,,221.2,,True,118.2,117.71931739511415,174.2,176.38818502586957,24.00000000000034,14.603925186142998,35.11745096755321,1.302739968804287,0.0,1.0,1.0,0.5276902999549713,-0.4806826048858568,2.1881850258695863,-9.396074813857343
193,PR-0173,193.0,drying,drying,1.0,150.3,0.65,,,221.2,,True,118.5,118.06218418888864,174.5,176.55990073912744,17.99999999999983,14.681499981400082,35.1466104096402,1.303888909571189,0.0,1.0,1.0,0.5276902999549713,-0.4378158111113635,2.0599007391274426,-3.3185000185997477
194,PR-0173,194.0,drying,drying,1.0,149.9,0.65,,,221.2,,True,119.0,118.38355971075673,174.5,176.7577241129906,30.0,13.768159773208131,35.17712740181261,1.3050913405465656,0.0,1.0,1.0,0.5276902999549713,-0.6164402892432719,2.257724112990587,-16.231840226791867
195,PR-0173,195.0,drying,drying,1.0,152.1,0.65,,,221.2,,True,119.2,118.75395108705314,174.8,176.90169157536315,12.00000000000017,14.693640424099268,35.19826892927872,1.3059243593233967,0.0,1.0,1.0,0.5276902999549713,-0.4460489129468641,2.101691575363134,2.6936404240990974
196,PR-0173,196.0,drying,drying,1.0,152.3,0.65,,,221.2,,True,119.5,119.05765862526647,175.0,177.07891705598925,17.99999999999983,12.56506617377034,35.21837446921702,1.3067165581043874,0.0,1.0,1.0,0.5276902999549713,-0.4423413747335303,2.078917055989251,-5.434933826229489
197,PR-0173,197.0,drying,drying,1.0,149.9,0.65,,,221.2,,True,120.0,119.353833661682,175.0,177.2566139846424,30.0,12.10083705196973,35.24817382079366,1.3078907125944321,0.0,1.0,1.0,0.5276902999549713,-0.6461663383179967,2.2566139846423994,-17.89916294803027
198,PR-0173,198.0,drying,drying,1.0,150.0,0.65,,,221.2,,True,120.5,119.70817862183621,175.2,177.38648204629624,30.0,13.283830100475399,35.27726289272796,1.3090368806355401,0.0,1.0,1.0,0.5276902999549713,-0.7918213781637888,2.1864820462962484,-16.7161698995246
199,PR-0173,199.0,drying,drying,1.0,150.4,0.65,,,221.2,,True,120.8,120.09884513040463,175.5,177.52984502338944,17.99999999999983,13.682467328065714,35.30441192943663,1.3101066073800933,0.0,1.0,1.0,0.5276902999549713,-0.7011548695953707,2.0298450233894414,-4.317532671934115
200,PR-0173,200.0,drying,drying,1.0,149.9,0.65,,,221.2,,True,121.0,120.44808761707853,175.8,177.70711324261308,12.00000000000017,12.051270785396166,35.33335090641108,1.3112468613773811,0.0,1.0,1.0,0.5276902999549713,-0.551912382921472,1.9071132426130646,0.051270785395995944
201,PR-0173,201.0,drying,drying,1.0,150.5,0.65,,,221.2,,True,121.5,120.74057639380678,175.8,177.90870983100055,30.0,10.216461608525101,35.35952677685634,1.3122782434104796,0.0,1.0,1.0,0.5276902999549713,-0.7594236061932236,2.1087098310005388,-19.7835383914749
202,PR-0173,202.0,drying,drying,1.0,151.1,0.65,,,221.2,,True,121.8,121.09356684897128,176.0,178.0555261033005,17.99999999999983,11.49067797471765,35.38296717183773,1.3132018421990315,0.0,1.0,1.0,0.5276902999549713,-0.706433151028719,2.055526103300508,-6.509322025282179
203,PR-0173,203.0,drying,drying,1.0,152.6,0.65,,,221.2,,True,122.2,121.41806054831395,176.0,178.21057568223625,24.00000000000034,10.345137402529039,35.39998887097072,1.3138725314391575,0.0,1.0,1.0,0.5276902999549713,-0.7819394516860569,2.2105756822362537,-13.654862597471302
204,PR-0173,204.0,drying,drying,1.0,150.9,0.65,,,221.2,,True,122.5,121.75562025299968,176.2,178.32380962751702,17.99999999999983,10.303133084137215,35.4238492172641,1.3148126771554944,0.0,1.0,1.0,0.5276902999549713,-0.7443797470003233,2.1238096275170335,-7.696866915862614
205,PR-0173,205.0,drying,drying,1.0,149.8,0.65,,,221.2,,True,123.0,122.06953047265266,176.2,178.4552180972255,30.0,9.250546074768454,35.45200610748684,1.315922115359064,0.0,1.0,1.0,0.5276902999549713,-0.9304695273473413,2.2552180972255087,-20.749453925231546
206,PR-0173,206.0,drying,drying,1.0,149.2,0.65,,,221.2,,True,123.2,122.43265882768506,176.5,178.55173606015907,12.00000000000017,10.054658170165295,35.48235514556678,1.3171179286048136,0.0,1.0,1.0,0.5276902999549713,-0.7673411723149428,2.0517360601590724,-1.9453418298348755
207,PR-0173,207.0,drying,drying,1.0,150.1,0.65,,,221.2,,True,123.5,122.72998746892372,176.5,178.69504277592776,17.99999999999983,7.828274732004315,35.50869011812678,1.318155579581782,0.0,1.0,1.0,0.5276902999549713,-0.7700125310762758,2.19504277592776,-10.171725267995514
208,PR-0173,208.0,drying,drying,1.0,151.0,0.65,,,221.2,,True,124.0,123.01748244940059,176.8,178.7997175101405,30.0,7.227664552725343,35.531051165822035,1.3190366499126571,0.0,1.0,1.0,0.5276902999549713,-0.982517550599411,1.9997175101404991,-22.772335447274656
209,PR-0173,209.0,drying,drying,1.0,150.6,0.65,,,221.2,,True,124.5,123.36757264266494,177.0,178.9487748606695,30.0,8.359255059508268,35.55483774754663,1.3199738891563673,0.0,1.0,1.0,0.5276902999549713,-1.132427357335061,1.948774860669488,-21.640744940491732
210,PR-0173,210.0,drying,drying,1.0,150.1,0.65,,,221.2,,True,124.8,123.7564572335753,177.0,179.10590827391627,17.99999999999983,8.746813118500228,35.58044789408683,1.3209829805278201,0.0,1.0,1.0,0.5276902999549713,-1.043542766424693,2.1059082739162704,-9.253186881499602
211,PR-0173,211.0,drying,drying,1.0,151.7,0.65,,,221.2,,True,125.0,124.10038766864217,177.2,179.22036986937988,12.00000000000017,7.034643749088094,35.59920536113648,1.3217220625209825,0.0,1.0,1.0,0.5276902999549713,-0.8996123313578295,2.0203698693798913,-4.965356250912077
212,PR-0173,212.0,drying,drying,1.0,150.4,0.65,,,221.2,,True,125.2,124.38521643192504,177.5,179.35243535340024,12.00000000000017,5.07876055102673,35.623134973161065,1.3226649374466812,0.0,1.0,1.0,0.5276902999549713,-0.814783568074958,1.8524353534002387,-6.921239448973441
213,PR-0173,213.0,drying,drying,1.0,151.5,0.65,,,221.2,,True,125.8,124.6360895379429,177.5,179.52101652358522,35.99999999999966,3.906685338024002,35.642290141673115,1.3234196896787271,0.0,1.0,1.0,0.5276902999549713,-1.1639104620571032,2.0210165235852173,-32.093314661975654
214,PR-0173,214.0,drying,drying,1.0,151.8,0.65,,,221.2,,True,126.0,124.99487532205211,177.8,179.64368703957584,12.00000000000017,6.353251992299542,35.66001690012033,1.3241181596763445,0.0,1.0,1.0,0.5276902999549713,-1.0051246779478902,1.8436870395758262,-5.646748007700628
215,PR-0173,215.0,drying,drying,1.0,151.2,0.65,,,221.2,,True,126.5,125.29052891320329,178.0,179.80553249822876,30.0,4.227300285337337,35.68004010774251,1.3249071143982016,0.0,1.0,1.0,0.5276902999549713,-1.209471086796711,1.8055324982287573,-25.772699714662664
216,PR-0173,216.0,drying,drying,1.0,151.8,0.65,,,221.2,,True,126.5,125.64647180860239,178.0,179.97145032529323,0.0,5.354592430153269,35.69738936652902,1.3255907101486242,0.0,1.0,1.0,0.5276902999549713,-0.8535281913976149,1.9714503252932332,5.354592430153269
217,PR-0173,217.0,drying,drying,1.0,151.8,0.65,,,221.2,,True,127.0,125.87194927037778,178.2,180.0921681249723,30.0,1.6799384670380342,35.71456513272768,1.3262674699415424,0.0,1.0,1.0,0.5276902999549713,-1.1280507296222169,1.8921681249723008,-28.320061532961965
218,PR-0173,218.0,drying,drying,1.0,150.7,0.65,,,221.2,,True,127.2,126.18330236801273,178.2,180.22862067610336,12.00000000000017,3.6384017023503077,35.736104288656634,1.3271161560809275,0.0,1.0,1.0,0.5276902999549713,-1.0166976319872703,2.0286206761033725,-8.361598297649863
219,PR-0173,219.0,drying,drying,1.0,150.8,0.65,,,221.2,,True,127.8,126.44611577620189,178.5,180.32826834439496,35.99999999999966,2.0429512192013153,35.757015766899734,1.327940110454883,0.0,1.0,1.0,0.5276902999549713,-1.3538842237981044,1.8282683443949566,-33.957048780798345
220,PR-0173,220.0,drying,drying,1.0,160.8,0.65,,,221.2,,True,128.0,126.81236411795807,178.8,180.4712926854206,12.00000000000017,4.247052224435901,35.73648951770322,1.327131334881499,0.0,1.0,1.0,0.5276902999549713,-1.1876358820419313,1.6712926854205818,-7.7529477755642695
221,PR-0173,221.0,drying,drying,1.0,162.2,0.65,,,221.2,,True,128.5,127.11200737613497,179.0,180.64533131726037,30.0,1.9698218360041726,35.710396525226656,1.326103218407345,0.0,1.0,1.0,0.5276902999549713,-1.3879926238650313,1.6453313172603714,-28.030178163995828
222,PR-0173,222.0,drying,drying,1.0,160.7,0.65,,,221.2,,True,128.8,127.4697441866281,179.0,180.81804530070406,18.000000000000682,2.9980092866891117,35.69074875457344,1.3253290566584723,0.0,1.0,1.0,0.5276902999549713,-1.330255813371906,1.818045300704057,-15.00199071331157
223,PR-0173,223.0,drying,drying,1.0,161.9,0.65,,,221.2,,True,129.0,127.7939589768436,179.2,180.94141452744685,11.999999999999318,1.6541398001819334,35.6663500281079,1.3243676976786567,0.0,1.0,1.0,0.5276902999549713,-1.206041023156402,1.7414145274468638,-10.345860199817384
224,PR-0173,224.0,drying,drying,1.0,161.0,0.65,,,221.2,,True,129.5,128.0657147358085,179.5,181.0775039983445,30.0,-0.10013649641499267,35.645905864046156,1.3235621564249629,0.0,1.0,1.0,0.5276902999549713,-1.4342852641914874,1.577503998344497,-30.100136496414994
225,PR-0173,225.0,drying,drying,1.0,162.2,0.65,,,221.2,,True,129.8,128.40602913200541,179.8,181.24658506263924,18.000000000000682,1.2335855291453188,35.62071870810617,1.3225697317353742,0.0,1.0,1.0,0.5276902999549713,-1.3939708679945966,1.4465850626392296,-16.766414470855363
226,PR-0173,226.0,drying,drying,1.0,162.7,0.65,,,221.2,,True,130.0,128.72387045477433,180.0,181.43938660110263,11.999999999999318,0.14993523779590534,35.59372199309272,1.3215060067725013,0.0,1.0,1.0,0.5276902999549713,-1.2761295452256718,1.4393866011026262,-11.850064762203413
227,PR-0173,227.0,drying,drying,1.0,160.3,0.65,,,221.2,,True,130.5,128.99498579592097,180.0,181.62579940635263,30.0,-1.3955762611165021,35.57689011226713,1.3208427967561212,0.0,1.0,1.0,0.5276902999549713,-1.505014204079032,1.6257994063526269,-31.395576261116503
228,PR-0173,228.0,drying,drying,1.0,161.1,0.65,,,221.2,,True,130.8,129.33283372427056,180.2,181.7592993125404,18.000000000000682,0.018150518369411728,35.55692826123722,1.3200562596076166,0.0,1.0,1.0,0.5276902999549713,-1.4671662757294541,1.5592993125404178,-17.981849481631272
229,PR-0173,229.0,drying,drying,0.95,159.2,0.65,,,221.2,,True,131.0,129.64492822020108,180.5,181.76040208377646,11.999999999999318,-1.0952823200592503,35.494999465122476,1.3176161402703157,0.0,1.0,1.0,0.5276902999549713,-1.3550717797989194,1.2604020837764551,-13.095282320058569
230,PR-0173,230.0,drying,drying,0.95,159.5,0.65,,,221.2,,True,131.5,129.90390445456634,180.5,181.83000159052438,30.0,-2.8087380933915416,35.432453098589164,1.31515168741428,0.0,1.0,1.0,0.5276902999549713,-1.5960955454336556,1.3300015905243754,-32.80873809339154
231,PR-0173,231.0,drying,drying,0.95,159.6,0.65,,,221.2,,True,131.5,130.22769333350647,180.8,181.87686854521505,0.0,-1.600095447609243,35.370119909594614,1.3126956341827685,0.0,1.0,1.0,0.5276902999549713,-1.2723066664935345,1.076868545215035,-1.600095447609243
232,PR-0173,232.0,drying,drying,0.95,158.8,0.65,,,221.2,,True,132.0,130.43022958468785,181.0,181.9797322732801,30.0,-5.265932928305253,35.31170834150259,1.3103941007158602,0.0,1.0,1.0,0.5276902999549713,-1.5697704153121492,0.9797322732800922,-35.265932928305254
233,PR-0173,233.0,drying,drying,0.95,161.0,0.65,,,221.2,,True,132.2,130.72390852344927,181.0,182.09849779513243,11.999999999999318,-3.3522551586119524,35.2448105943069,1.3077581946948291,0.0,1.0,1.0,0.5276902999549713,-1.476091476550721,1.098497795132431,-15.352255158611271
234,PR-0173,234.0,drying,drying,0.95,160.9,0.65,,,221.2,,True,132.8,130.97232786071294,181.2,182.18067173042843,36.000000000001364,-5.02509112034633,35.17899411070974,1.3051648926380441,0.0,1.0,1.0,0.5276902999549713,-1.827672139287074,0.9806717304284405,-41.025091120347696
235,PR-0173,235.0,drying,drying,0.95,159.0,0.65,,,221.2,,True,133.0,131.3263010436374,181.5,182.28501929926594,11.999999999999318,-2.9168682122623455,35.12166922835341,1.3029061767785108,0.0,1.0,1.0,0.5276902999549713,-1.673698956362614,0.7850192992659402,-14.916868212261663
236,PR-0173,236.0,drying,drying,0.95,160.3,0.65,,,221.2,,True,133.5,131.61553659209375,181.5,182.42918107766255,30.0,-5.2915097517368785,35.059557875175216,1.3004588643251052,0.0,1.0,1.0,0.5276902999549713,-1.884463407906253,0.9291810776625482,-35.29150975173688
237,PR-0173,237.0,drying,drying,0.95,160.1,0.65,,,221.2,,True,133.8,131.96123124526622,181.8,182.52996950568036,18.000000000000682,-4.412861173677694,34.99889220778195,1.2980685148043056,0.0,1.0,1.0,0.5276902999549713,-1.8387687547337919,0.7299695056803444,-22.412861173678376
238,PR-0173,238.0,drying,drying,0.95,161.2,0.65,,,221.2,,True,134.0,132.2780610079296,181.8,182.67142704958937,11.999999999999318,-5.832509684141204,34.934298049670325,1.295523374834318,0.0,1.0,1.0,0.5276902999549713,-1.7219389920703918,0.8714270495893572,-17.832509684140522
239,PR-0173,239.0,drying,drying,0.95,161.0,0.65,,,221.2,,True,134.2,132.54173398830468,182.0,182.77012979855175,11.999999999999318,-7.688307426411487,34.87117440539296,1.2930361760721025,0.0,1.0,1.0,0.5276902999549713,-1.6582660116953036,0.7701297985517499,-19.688307426410805
240,PR-0173,240.0,drying,drying,0.95,159.2,0.65,,,221.2,,True,134.5,132.77427596869205,182.0,182.8865327631152,18.000000000000682,-8.886772385498409,34.816103147836664,1.2908662575701568,0.0,1.0,1.0,0.5276902999549713,-1.7257240313079478,0.8865327631152127,-26.886772385499093
241,PR-0173,241.0,drying,drying,0.95,158.9,0.65,,,221.2,,True,134.8,133.01853943393704,182.2,182.9676808431109,18.000000000000682,-8.93191155870922,34.762819461235644,1.2887667729653385,0.0,1.0,1.0,0.5276902999549713,-1.7814605660629752,0.7676808431109237,-26.931911558709903
242,PR-0173,242.0,drying,drying,0.95,158.6,0.65,,,221.2,,True,135.0,133.27143898050323,182.2,183.0716029856819,11.999999999999318,-9.152880200882072,34.71130546988035,1.2867370179186766,0.0,1.0,1.0,0.5276902999549713,-1.728561019496766,0.8716029856819034,-21.15288020088139
243,PR-0173,243.0,drying,drying,0.95,158.9,0.65,,,221.2,,True,135.5,133.49471591381894,182.5,183.14379724957243,30.0,-10.316562535641168,34.6590697600589,1.2846788257103734,0.0,1.0,1.0,0.5276902999549713,-2.0052840861810637,0.6437972495724296,-40.31656253564117
244,PR-0173,244.0,drying,drying,0.95,160.9,0.65,,,221.2,,True,135.8,133.80140860173833,182.8,183.2648623551641,18.000000000000682,-8.690096380350761,34.59911068480422,1.282316317343433,0.0,1.0,1.0,0.5276902999549713,-1.9985913982616808,0.4648623551640867,-26.69009638035144
245,PR-0173,245.0,drying,maillard,0.95,160.1,0.65,,,221.2,,True,136.0,134.09560517922654,183.0,183.42142171569168,11.999999999999318,-9.642041387257025,34.54304948931466,1.2801073932924503,0.0,1.0,1.0,0.5276902999549713,-1.9043948207734616,0.42142171569167886,-21.64204138725634
246,PR-0173,246.0,maillard,maillard,0.95,160.4,0.65,,,221.2,,True,136.5,135.25967230399985,183.0,183.51312464932454,30.0,5.235977698182916,34.48631204740029,1.2778718237698694,0.0,1.0,1.0,0.5276902999549713,-1.2403276960001506,0.5131246493245385,-24.764022301817086
247,PR-0173,247.0,maillard,maillard,0.95,160.0,0.65,,,221.2,,True,136.8,136.0717753711469,183.2,183.58181559120644,18.000000000000682,13.935938234828399,34.43179112441135,1.2757235895586583,0.0,1.0,1.0,0.5276902999549713,-0.7282246288530985,0.3818155912064469,-4.0640617651722835
248,PR-0173,248.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,True,137.0,136.66765515474387,183.5,183.6832064764676,11.999999999999318,16.462146354474513,34.38193827191801,1.2737592867299192,0.0,1.0,1.0,0.5276902999549713,-0.33234484525613084,0.18320647646760335,4.462146354475195
249,PR-0173,249.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,True,137.2,137.11684667064173,183.5,183.83406020651734,11.999999999999318,16.890476719553565,34.33546995083561,1.2719283412577194,0.0,1.0,1.0,0.5276902999549713,-0.08315332935825381,0.3340602065173357,4.890476719554247
250,PR-0173,250.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,True,137.5,137.47461423213804,183.8,183.94705860681935,18.000000000000682,17.054617094926403,34.28946631296404,1.2701157052402419,0.0,1.0,1.0,0.5276902999549713,-0.02538576786196245,0.14705860681934269,-0.945382905074279
251,PR-0173,251.0,maillard,maillard,0.95,159.3,0.65,,,221.2,,True,138.0,137.8010653230172,183.8,184.10809563405832,30.0,17.78677487145346,34.23979985020546,1.2681587465425788,0.0,1.0,1.0,0.5276902999549713,-0.19893467698278755,0.3080956340583043,-12.21322512854654
252,PR-0173,252.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,True,138.0,138.1644812503889,184.0,184.22827535477975,0.0,19.448792155712496,34.19186691045417,1.2662700921440002,0.0,1.0,1.0,0.5276902999549713,0.1644812503888886,0.22827535477975403,19.448792155712496
253,PR-0173,253.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,True,138.5,138.43430558400783,184.0,184.36719238690276,30.0,16.784393489790133,34.1444133001004,1.2644003242894075,0.0,1.0,1.0,0.5276902999549713,-0.0656944159921693,0.367192386902758,-13.215606510209867
254,PR-0173,254.0,maillard,maillard,0.95,160.5,0.65,,,221.2,,True,138.8,138.7545633483133,184.2,184.473482360644,18.000000000000682,18.95002529103044,34.091249933951595,1.262305580552821,0.0,1.0,1.0,0.5276902999549713,-0.04543665168671396,0.2734823606440102,0.9500252910297569
255,PR-0173,255.0,maillard,maillard,0.95,157.9,0.65,,,221.2,,True,139.0,139.07134475453117,184.5,184.60080428420676,11.999999999999318,18.547828569272312,34.04933764075514,1.260654151758536,0.0,1.0,1.0,0.5276902999549713,0.07134475453116806,0.10080428420675958,6.547828569272994
256,PR-0173,256.0,maillard,maillard,0.95,158.4,0.65,,,221.2,,True,139.2,139.3575892370651,184.5,184.77108190152322,11.999999999999318,17.668656637949592,34.005783039857796,1.258938012732014,0.0,1.0,1.0,0.5276902999549713,0.1575892370651104,0.27108190152321754,5.668656637950274
257,PR-0173,257.0,maillard,maillard,0.95,157.1,0.65,,,221.2,,True,139.5,139.61787090753168,184.5,184.89862994662397,18.000000000000682,17.25232997916041,33.96802370461486,1.257450218848225,0.0,1.0,1.0,0.5276902999549713,0.11787090753168172,0.39862994662397,-0.7476700208402711
258,PR-0173,258.0,maillard,maillard,0.95,156.0,0.65,,,221.2,,True,140.0,139.88444717534486,184.8,184.99417100519295,30.0,17.722264326416706,33.93517711011664,1.25615599684767,0.0,1.0,1.0,0.5276902999549713,-0.11555282465513983,0.19417100519294195,-12.277735673583294
259,PR-0173,259.0,maillard,maillard,0.95,157.5,0.65,,,221.2,,True,140.2,140.21085985617432,185.0,185.14123829943873,11.999999999999318,19.27191348239616,33.89647468966483,1.2546310435065808,0.0,1.0,1.0,0.5276902999549713,0.010859856174334936,0.1412382994387258,7.271913482396844
260,PR-0173,260.0,maillard,maillard,0.95,158.9,0.65,,,221.2,,True,140.5,140.5094458955914,185.0,185.30505917413916,18.000000000000682,17.915237353547326,33.85238728764553,1.2528939110423984,0.0,1.0,1.0,0.5276902999549713,0.009445895591397857,0.30505917413915995,-0.08476264645335618
261,PR-0173,261.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,True,140.8,140.80643770959463,185.0,185.42464471922094,18.000000000000682,17.95789471227063,33.81121447640585,1.2512716193270739,0.0,1.0,1.0,0.5276902999549713,0.00643770959462131,0.42464471922093594,-0.04210528773005251
262,PR-0173,262.0,maillard,maillard,0.95,158.4,0.65,,,221.2,,True,141.0,141.10282641823065,185.2,185.5130305291164,11.999999999999318,17.951975364766074,33.770041107152,1.2496493056248665,0.0,1.0,1.0,0.5276902999549713,0.10282641823064864,0.3130305291164177,5.951975364766756
263,PR-0173,263.0,maillard,maillard,0.95,159.5,0.65,,,221.2,,True,141.2,141.37329375774448,185.5,185.63096033495844,11.999999999999318,17.249324750370832,33.72474432419839,1.2478645211152852,0.0,1.0,1.0,0.5276902999549713,0.17329375774448863,0.13096033495844495,5.249324750371514
264,PR-0173,264.0,maillard,maillard,0.95,156.9,0.65,,,221.2,,True,141.5,141.62252358210046,185.5,185.79241640335877,18.000000000000682,16.91750937240552,33.69061994836519,1.2465199519557355,0.0,1.0,1.0,0.5276902999549713,0.122523582100456,0.2924164033587715,-1.0824906275951633
265,PR-0173,265.0,maillard,maillard,0.95,156.3,0.65,,,221.2,,True,141.8,141.88159049252678,185.8,185.9133565845679,18.000000000000682,17.428908203454125,33.659310533049755,1.2452862979119976,0.0,1.0,1.0,0.5276902999549713,0.08159049252677164,0.11335658456789588,-0.5710917965465576
266,PR-0173,266.0,maillard,maillard,0.95,157.3,0.65,,,221.2,,True,142.2,142.1511018707508,186.0,186.07944932966907,23.999999999998636,17.64541350488573,33.62419135062175,1.243902531368337,0.0,1.0,1.0,0.5276902999549713,-0.048898129249181466,0.07944932966907459,-6.354586495112905
