i,roast_id,time_s,phase_used,phase_actual_next,gas,pressure,drum_speed,start_weight_kg,bean_start_temp_c,charge_temp_c,start_temp_c,observer_enabled,actual_bt,pred_bt,actual_et,pred_et,actual_ror,pred_ror,pred_e_drum_raw,pred_e_drum,pred_m_burden,pred_p_dry,pred_p_mai,pred_p_dev,bt_error,et_error,ror_error
187,PR-0173,187.0,drying,drying,1.0,149.9,0.65,,,221.2,,False,116.5,134.11152325807114,173.2,192.15072489389857,30.0,11.230795215681153,34.96529585189468,1.2967447506944483,0.0,1.0,1.0,1.0,17.611523258071145,18.95072489389858,-18.769204784318845
188,PR-0173,188.0,drying,drying,1.0,150.6,0.65,,,221.2,,False,116.8,134.28640661314734,173.5,192.251500746523,17.99999999999983,11.00945704234823,34.994739986758546,1.2979049089303405,0.0,1.0,1.0,1.0,17.486406613147338,18.751500746522993,-6.9905429576516
189,PR-0173,189.0,drying,drying,1.0,150.8,0.65,,,221.2,,False,117.0,134.45774081366778,173.8,192.35004544827703,12.00000000000017,10.790635539011827,35.023065108020624,1.2990209757758018,0.0,1.0,1.0,1.0,17.457740813667783,18.550045448277018,-1.2093644609883434
190,PR-0173,190.0,drying,drying,1.0,150.9,0.65,,,221.2,,False,117.5,134.62558279258468,173.8,192.44640468458186,30.0,10.574600497812424,35.050694691943505,1.3001096370487721,0.0,1.0,1.0,1.0,17.12558279258468,18.646404684581853,-19.425399502187574
191,PR-0173,191.0,drying,drying,1.0,149.8,0.65,,,221.2,,False,117.8,134.79014869096991,174.0,192.5408911743592,17.99999999999983,10.364406519402914,35.08258312741945,1.3013661056534087,0.0,1.0,1.0,1.0,16.990148690969917,18.54089117435919,-7.635593480596915
192,PR-0173,192.0,drying,drying,1.0,149.0,0.65,,,221.2,,False,118.2,134.951619176798,174.2,192.63373654407334,24.00000000000034,10.161553308487663,35.11745096755321,1.302739968804287,0.0,1.0,1.0,1.0,16.751619176798002,18.433736544073355,-13.838446691512678
193,PR-0173,193.0,drying,drying,1.0,150.3,0.65,,,221.2,,False,118.5,135.1098976187492,174.5,192.72469250714235,17.99999999999983,9.962099271062648,35.1466104096402,1.303888909571189,0.0,1.0,1.0,1.0,16.609897618749187,18.22469250714235,-8.037900728937181
194,PR-0173,194.0,drying,drying,1.0,149.9,0.65,,,221.2,,False,119.0,135.26510628049948,174.5,192.81390333843837,30.0,9.76722540124914,35.17712740181261,1.3050913405465656,0.0,1.0,1.0,1.0,16.26510628049948,18.313903338438365,-20.232774598750858
195,PR-0173,195.0,drying,drying,1.0,152.1,0.65,,,221.2,,False,119.2,135.41702238098605,174.8,192.9009257268273,12.00000000000017,9.571547589632724,35.19826892927872,1.3059243593233967,0.0,1.0,1.0,1.0,16.21702238098605,18.100925726827285,-2.4284524103674467
196,PR-0173,196.0,drying,drying,1.0,152.3,0.65,,,221.2,,False,119.5,135.56567898472338,175.0,192.98578529397665,17.99999999999983,9.375902180014707,35.21837446921702,1.3067165581043874,0.0,1.0,1.0,1.0,16.065678984723377,17.985785293976647,-8.624097819985122
197,PR-0173,197.0,drying,drying,1.0,149.9,0.65,,,221.2,,False,120.0,135.71145497459497,175.0,193.06908872140338,30.0,9.187099343699003,35.24817382079366,1.3078907125944321,0.0,1.0,1.0,1.0,15.711454974594972,18.069088721403375,-20.812900656300997
198,PR-0173,198.0,drying,drying,1.0,150.0,0.65,,,221.2,,False,120.5,135.85440719749113,175.2,193.150855658976,30.0,9.00410955272011,35.27726289272796,1.3090368806355401,0.0,1.0,1.0,1.0,15.354407197491128,17.950855658976025,-20.99589044727989
199,PR-0173,199.0,drying,drying,1.0,150.4,0.65,,,221.2,,False,120.8,135.99455057400178,175.5,193.23103831616103,17.99999999999983,8.825457464095782,35.30441192943663,1.3101066073800933,0.0,1.0,1.0,1.0,15.19455057400178,17.731038316161033,-9.174542535904047
200,PR-0173,200.0,drying,drying,1.0,149.9,0.65,,,221.2,,False,121.0,136.13201661970828,175.8,193.30979301460826,12.00000000000017,8.652209047584108,35.33335090641108,1.3112468613773811,0.0,1.0,1.0,1.0,15.132016619708281,17.50979301460825,-3.3477909524160623
201,PR-0173,201.0,drying,drying,1.0,150.5,0.65,,,221.2,,False,121.5,136.26679141056627,175.8,193.38702326030116,30.0,8.48249256875268,35.35952677685634,1.3122782434104796,0.0,1.0,1.0,1.0,14.76679141056627,17.58702326030115,-21.51750743124732
202,PR-0173,202.0,drying,drying,1.0,151.1,0.65,,,221.2,,False,121.8,136.39885694131212,176.0,193.4626376655318,17.99999999999983,8.31492435155214,35.38296717183773,1.3132018421990315,0.0,1.0,1.0,1.0,14.598856941312121,17.462637665531787,-9.68507564844769
203,PR-0173,203.0,drying,drying,1.0,152.6,0.65,,,221.2,,False,122.2,136.52807192408477,176.0,193.53634846985227,24.00000000000034,8.146316735994231,35.39998887097072,1.3138725314391575,0.0,1.0,1.0,1.0,14.328071924084767,17.53634846985227,-15.85368326400611
204,PR-0173,204.0,drying,drying,1.0,150.9,0.65,,,221.2,,False,122.5,136.65471408370388,176.2,193.60859779058282,17.99999999999983,7.9819805883399315,35.4238492172641,1.3148126771554944,0.0,1.0,1.0,1.0,14.15471408370388,17.40859779058283,-10.018019411659898
205,PR-0173,205.0,drying,drying,1.0,149.8,0.65,,,221.2,,False,123.0,136.778989008339,176.2,193.67967332449982,30.0,7.824335055270309,35.45200610748684,1.315922115359064,0.0,1.0,1.0,1.0,13.77898900833901,17.479673324499828,-22.17566494472969
206,PR-0173,206.0,drying,drying,1.0,149.2,0.65,,,221.2,,False,123.2,136.9010393192873,176.5,193.74973786358342,12.00000000000017,7.673940135758292,35.48235514556678,1.3171179286048136,0.0,1.0,1.0,1.0,13.70103931928729,17.24973786358342,-4.326059864241879
207,PR-0173,207.0,drying,drying,1.0,150.1,0.65,,,221.2,,False,123.5,137.02080856889424,176.5,193.8186114693423,17.99999999999983,7.527604587955841,35.50869011812678,1.318155579581782,0.0,1.0,1.0,1.0,13.520808568894239,17.3186114693423,-10.472395412043989
208,PR-0173,208.0,drying,drying,1.0,151.0,0.65,,,221.2,,False,124.0,137.13823416746166,176.8,193.8861231077977,30.0,7.382983985782689,35.531051165822035,1.3190366499126571,0.0,1.0,1.0,1.0,13.138234167461661,17.086123107797675,-22.617016014217313
209,PR-0173,209.0,drying,drying,1.0,150.6,0.65,,,221.2,,False,124.5,137.25342124264694,177.0,193.95240102269997,30.0,7.241456143382841,35.55483774754663,1.3199738891563673,0.0,1.0,1.0,1.0,12.753421242646937,16.952401022699974,-22.75854385661716
210,PR-0173,210.0,drying,drying,1.0,150.1,0.65,,,221.2,,False,124.8,137.36648915936019,177.0,194.01759025372436,17.99999999999983,7.104241801206461,35.58044789408683,1.3209829805278201,0.0,1.0,1.0,1.0,12.566489159360188,17.017590253724364,-10.895758198793368
211,PR-0173,211.0,drying,drying,1.0,151.7,0.65,,,221.2,,False,125.0,137.47727883346928,177.2,194.08135979158646,12.00000000000017,6.967183394808317,35.59920536113648,1.3217220625209825,0.0,1.0,1.0,1.0,12.477278833469285,16.881359791586476,-5.0328166051918535
212,PR-0173,212.0,drying,drying,1.0,150.4,0.65,,,221.2,,False,125.2,137.58600888538732,177.5,194.1440432660197,12.00000000000017,6.834169310890367,35.623134973161065,1.3226649374466812,0.0,1.0,1.0,1.0,12.386008885387312,16.644043266019708,-5.165830689109804
213,PR-0173,213.0,drying,drying,1.0,151.5,0.65,,,221.2,,False,125.8,137.69258387090642,177.5,194.20542229976655,35.99999999999966,6.702268256967109,35.642290141673115,1.3234196896787271,0.0,1.0,1.0,1.0,11.89258387090642,16.705422299766553,-29.29773174303255
214,PR-0173,214.0,drying,drying,1.0,151.8,0.65,,,221.2,,False,126.0,137.79700892346122,177.8,194.26546817907453,12.00000000000017,6.571238725863417,35.66001690012033,1.3241181596763445,0.0,1.0,1.0,1.0,11.79700892346122,16.46546817907452,-5.428761274136754
215,PR-0173,215.0,drying,drying,1.0,151.2,0.65,,,221.2,,False,126.5,137.8994073447476,178.0,194.32435531165083,30.0,6.443038691259247,35.68004010774251,1.3249071143982016,0.0,1.0,1.0,1.0,11.399407344747601,16.324355311650834,-23.556961308740753
216,PR-0173,216.0,drying,drying,1.0,151.8,0.65,,,221.2,,False,126.5,137.99974511224744,178.0,194.38198197494287,0.0,6.316206898878549,35.69738936652902,1.3255907101486242,0.0,1.0,1.0,1.0,11.499745112247439,16.381981974942875,6.316206898878549
217,PR-0173,217.0,drying,drying,1.0,151.8,0.65,,,221.2,,False,127.0,138.09806481954817,178.2,194.43838588192264,30.0,6.191099560628157,35.71456513272768,1.3262674699415424,0.0,1.0,1.0,1.0,11.09806481954817,16.238385881922653,-23.808900439371843
218,PR-0173,218.0,drying,drying,1.0,150.7,0.65,,,221.2,,False,127.2,138.19455517825503,178.2,194.49384943026223,12.00000000000017,6.070596149163173,35.736104288656634,1.3271161560809275,0.0,1.0,1.0,1.0,10.994555178255027,16.29384943026224,-5.929403850836998
219,PR-0173,219.0,drying,drying,1.0,150.8,0.65,,,221.2,,False,127.8,138.2892494731818,178.5,194.54837372890137,35.99999999999966,5.953914613096043,35.757015766899734,1.327940110454883,0.0,1.0,1.0,1.0,10.4892494731818,16.048373728901367,-30.046085386903616
220,PR-0173,220.0,drying,drying,1.0,160.8,0.65,,,221.2,,False,128.0,138.38086205010592,178.8,194.59974618106915,12.00000000000017,5.816766613801399,35.73648951770322,1.327131334881499,0.0,1.0,1.0,1.0,10.380862050105918,15.799746181069139,-6.183233386198771
221,PR-0173,221.0,drying,drying,1.0,162.2,0.65,,,221.2,,False,128.5,138.46920903831216,179.0,194.64778266381228,30.0,5.661982417373299,35.710396525226656,1.326103218407345,0.0,1.0,1.0,1.0,9.969209038312158,15.64778266381228,-24.3380175826267
222,PR-0173,222.0,drying,drying,1.0,160.7,0.65,,,221.2,,False,128.8,138.55449419592847,179.0,194.69295750418897,18.000000000000682,5.498520529254922,35.69074875457344,1.3253290566584723,0.0,1.0,1.0,1.0,9.754494195928459,15.692957504188968,-12.50147947074576
223,PR-0173,223.0,drying,drying,1.0,161.9,0.65,,,221.2,,False,129.0,138.6365762591939,179.2,194.73511998056475,11.999999999999318,5.326441509256217,35.6663500281079,1.3243676976786567,0.0,1.0,1.0,1.0,9.636576259193902,15.535119980564758,-6.673558490743101
224,PR-0173,224.0,drying,drying,1.0,161.0,0.65,,,221.2,,False,129.5,138.71559433479192,179.5,194.7745972205979,30.0,5.150834417243614,35.645905864046156,1.3235621564249629,0.0,1.0,1.0,1.0,9.215594334791916,15.274597220597911,-24.849165582756385
225,PR-0173,225.0,drying,drying,1.0,162.2,0.65,,,221.2,,False,129.8,138.79141817023148,179.8,194.81123233954855,18.000000000000682,4.970413129982688,35.62071870810617,1.3225697317353742,0.0,1.0,1.0,1.0,8.99141817023147,15.011232339548542,-13.029586870017994
226,PR-0173,226.0,drying,drying,1.0,162.7,0.65,,,221.2,,False,130.0,138.86401057530279,180.0,194.84503343648564,11.999999999999318,4.785952482271367,35.59372199309272,1.3215060067725013,0.0,1.0,1.0,1.0,8.864010575302785,14.845033436485636,-7.214047517727951
227,PR-0173,227.0,drying,drying,1.0,160.3,0.65,,,221.2,,False,130.5,138.933723518954,180.0,194.87665783608685,30.0,4.604999723311762,35.57689011226713,1.3208427967561212,0.0,1.0,1.0,1.0,8.433723518953997,14.87665783608685,-25.395000276688236
228,PR-0173,228.0,drying,drying,1.0,161.1,0.65,,,221.2,,False,130.8,139.00049831752122,180.2,194.90601713675653,18.000000000000682,4.425446180528257,35.55692826123722,1.3200562596076166,0.0,1.0,1.0,1.0,8.200498317521209,14.706017136756543,-13.574553819472424
229,PR-0173,229.0,drying,drying,0.95,159.2,0.65,,,221.2,,False,131.0,139.06302117040764,180.5,194.79086920805642,11.999999999999318,4.223223678325287,35.494999465122476,1.3176161402703157,0.0,1.0,1.0,1.0,8.063021170407637,14.29086920805642,-7.776776321674031
230,PR-0173,230.0,drying,drying,0.95,159.5,0.65,,,221.2,,False,131.5,139.11282503828366,180.5,194.67663347593725,30.0,3.852726196596104,35.432453098589164,1.31515168741428,0.0,1.0,1.0,1.0,7.61282503828366,14.176633475937251,-26.147273803403895
231,PR-0173,231.0,drying,drying,0.95,159.6,0.65,,,221.2,,False,131.5,139.15073776145232,180.8,194.56328740054312,0.0,3.3793373546531447,35.370119909594614,1.3126956341827685,0.0,1.0,1.0,1.0,7.650737761452319,13.763287400543106,3.3793373546531447
232,PR-0173,232.0,drying,drying,0.95,158.8,0.65,,,221.2,,False,132.0,139.17765564164705,181.0,194.451010442213,30.0,2.8500579917623505,35.31170834150259,1.3103941007158602,0.0,1.0,1.0,1.0,7.17765564164705,13.451010442213004,-27.149942008237648
233,PR-0173,233.0,drying,drying,0.95,161.0,0.65,,,221.2,,False,132.2,139.19403138940996,181.0,194.3393023142718,11.999999999999318,2.2898040539659825,35.2448105943069,1.3077581946948291,0.0,1.0,1.0,1.0,6.994031389409969,13.339302314271805,-9.710195946033336
234,PR-0173,234.0,drying,drying,0.95,160.9,0.65,,,221.2,,False,132.8,139.20056907507907,181.2,194.22820040160272,36.000000000001364,1.7205411798202748,35.17899411070974,1.3051648926380441,0.0,1.0,1.0,1.0,6.400569075079062,13.028200401602732,-34.27945882018109
235,PR-0173,235.0,drying,drying,0.95,159.0,0.65,,,221.2,,False,133.0,139.19817175939542,181.5,194.1181426512246,11.999999999999318,1.1612271435684587,35.12166922835341,1.3029061767785108,0.0,1.0,1.0,1.0,6.1981717593954215,12.618142651224588,-10.83877285643086
236,PR-0173,236.0,drying,drying,0.95,160.3,0.65,,,221.2,,False,133.5,139.18728598765173,181.5,194.00883039312296,30.0,0.6169151091115432,35.059557875175216,1.3004588643251052,0.0,1.0,1.0,1.0,5.687285987651734,12.508830393122963,-29.38308489088846
237,PR-0173,237.0,drying,drying,0.95,160.1,0.65,,,221.2,,False,133.8,139.1685145442921,181.8,193.9003141749161,18.000000000000682,0.09395459590456451,34.99889220778195,1.2980685148043056,0.0,1.0,1.0,1.0,5.368514544292083,12.100314174916093,-17.90604540409612
238,PR-0173,238.0,drying,drying,0.95,161.2,0.65,,,221.2,,False,134.0,139.1422535216791,181.8,193.79235114237716,11.999999999999318,-0.40693018990079305,34.934298049670325,1.295523374834318,0.0,1.0,1.0,1.0,5.142253521679095,11.992351142377146,-12.40693018990011
239,PR-0173,239.0,drying,drying,0.95,161.0,0.65,,,221.2,,False,134.2,139.1090347644784,182.0,193.68500037942653,11.999999999999318,-0.8827887625431572,34.87117440539296,1.2930361760721025,0.0,1.0,1.0,1.0,4.909034764478406,11.685000379426526,-12.882788762542475
240,PR-0173,240.0,drying,drying,0.95,159.2,0.65,,,221.2,,False,134.5,139.0695740514054,182.0,193.5786757823731,18.000000000000682,-1.3282449690941747,34.816103147836664,1.2908662575701568,0.0,1.0,1.0,1.0,4.569574051405397,11.578675782373097,-19.328244969094857
241,PR-0173,241.0,drying,drying,0.95,158.9,0.65,,,221.2,,False,134.8,139.02436680485062,182.2,193.47343595052237,18.000000000000682,-1.743501916351989,34.762819461235644,1.2887667729653385,0.0,1.0,1.0,1.0,4.224366804850604,11.273435950522384,-19.74350191635267
242,PR-0173,242.0,drying,drying,0.95,158.6,0.65,,,221.2,,False,135.0,138.97388156192665,182.2,193.36933632275918,11.999999999999318,-2.129185714077835,34.71130546988035,1.2867370179186766,0.0,1.0,1.0,1.0,3.973881561926646,11.169336322759193,-14.129185714077153
243,PR-0173,243.0,drying,drying,0.95,158.9,0.65,,,221.2,,False,135.5,138.91848157857592,182.5,193.26629512329464,30.0,-2.4876297001675316,34.6590697600589,1.2846788257103734,0.0,1.0,1.0,1.0,3.4184815785759213,10.76629512329464,-32.48762970016753
244,PR-0173,244.0,drying,drying,0.95,160.9,0.65,,,221.2,,False,135.8,138.85827735436587,182.8,193.1638538424528,18.000000000000682,-2.82501682589824,34.59911068480422,1.282316317343433,0.0,1.0,1.0,1.0,3.058277354365856,10.363853842452784,-20.82501682589892
245,PR-0173,245.0,drying,maillard,0.95,160.1,0.65,,,221.2,,False,136.0,138.79372015424943,183.0,193.06220148489257,11.999999999999318,-3.1395413802246814,34.54304948931466,1.2801073932924503,0.0,1.0,1.0,1.0,2.793720154249428,10.062201484892569,-15.139541380224
246,PR-0173,246.0,maillard,maillard,0.95,160.4,0.65,,,221.2,,False,136.5,139.29893872042544,183.0,193.24703653118107,30.0,6.8962552250109415,34.48631204740029,1.2778718237698694,0.0,1.0,1.0,1.0,2.79893872042544,10.247036531181067,-23.10374477498906
247,PR-0173,247.0,maillard,maillard,0.95,160.0,0.65,,,221.2,,False,136.8,139.7280811830757,183.2,193.43163976278794,18.000000000000682,12.551942985212115,34.43179112441135,1.2757235895586583,0.0,1.0,1.0,1.0,2.928081183075676,10.23163976278795,-5.448057014788567
248,PR-0173,248.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,False,137.0,140.1138551129609,183.5,193.61601147044834,11.999999999999318,15.730290827582149,34.38193827191801,1.2737592867299192,0.0,1.0,1.0,1.0,3.1138551129608913,10.116011470448342,3.730290827582831
249,PR-0173,249.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,False,137.2,140.47476115815175,183.5,193.8001519445328,11.999999999999318,17.507512392742967,34.33546995083561,1.2719283412577194,0.0,1.0,1.0,1.0,3.2747611581517617,10.300151944532786,5.507512392743649
250,PR-0173,250.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,False,137.5,140.82126446866914,183.8,193.98406147504767,18.000000000000682,18.492318264233127,34.28946631296404,1.2701157052402419,0.0,1.0,1.0,1.0,3.321264468669142,10.184061475047656,0.49231826423244485
251,PR-0173,251.0,maillard,maillard,0.95,159.3,0.65,,,221.2,,False,138.0,141.15928527957584,183.8,194.16922893089728,30.0,19.028997381283762,34.23979985020546,1.2681587465425788,0.0,1.0,1.0,1.0,3.1592852795758404,10.369228930897265,-10.971002618716238
252,PR-0173,252.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,False,138.0,141.49218064686977,184.0,194.35371758138845,0.0,19.31241477818936,34.19186691045417,1.2662700921440002,0.0,1.0,1.0,1.0,3.4921806468697696,10.353717581388452,19.31241477818936
253,PR-0173,253.0,maillard,maillard,0.95,159.0,0.65,,,221.2,,False,138.5,141.82184294080608,184.0,194.53693284615423,30.0,19.452611635586113,34.1444133001004,1.2644003242894075,0.0,1.0,1.0,1.0,3.3218429408060786,10.53693284615423,-10.547388364413887
254,PR-0173,254.0,maillard,maillard,0.95,160.5,0.65,,,221.2,,False,138.8,142.14933993499147,184.2,194.7221511966133,18.000000000000682,19.511774040247396,34.091249933951595,1.262305580552821,0.0,1.0,1.0,1.0,3.3493399349914625,10.522151196613322,1.5117740402467135
255,PR-0173,255.0,maillard,maillard,0.95,157.9,0.65,,,221.2,,False,139.0,142.47529149425785,184.5,194.9049043827694,11.999999999999318,19.52536989496787,34.04933764075514,1.260654151758536,0.0,1.0,1.0,1.0,3.4752914942578457,10.404904382769388,7.525369894968552
256,PR-0173,256.0,maillard,maillard,0.95,158.4,0.65,,,221.2,,False,139.2,142.80003024494818,184.5,195.0874283652516,11.999999999999318,19.51305643890344,34.005783039857796,1.258938012732014,0.0,1.0,1.0,1.0,3.6000302449481865,10.587428365251611,7.513056438904123
257,PR-0173,257.0,maillard,maillard,0.95,157.1,0.65,,,221.2,,False,139.5,143.12375326356806,184.5,195.2697234315205,18.000000000000682,19.486153842390376,33.96802370461486,1.257450218848225,0.0,1.0,1.0,1.0,3.6237532635680623,10.769723431520504,1.4861538423896938
258,PR-0173,258.0,maillard,maillard,0.95,156.0,0.65,,,221.2,,False,140.0,143.44657309112623,184.8,195.45178986867603,30.0,19.451064585720204,33.93517711011664,1.25615599684767,0.0,1.0,1.0,1.0,3.4465730911262256,10.651789868676019,-10.548935414279796
259,PR-0173,259.0,maillard,maillard,0.95,157.5,0.65,,,221.2,,False,140.2,143.7685544508259,185.0,195.63422339516282,11.999999999999318,19.411409684598077,33.89647468966483,1.2546310435065808,0.0,1.0,1.0,1.0,3.5685544508259,10.63422339516282,7.411409684598759
260,PR-0173,260.0,maillard,maillard,0.95,158.9,0.65,,,221.2,,False,140.5,144.08973799486705,185.0,195.82014956703776,18.000000000000682,19.369290571959567,33.85238728764553,1.2528939110423984,0.0,1.0,1.0,1.0,3.5897379948670505,10.82014956703776,1.369290571958885
261,PR-0173,261.0,maillard,maillard,0.95,158.3,0.65,,,221.2,,False,140.8,144.41016429505538,185.0,196.00271653932387,18.000000000000682,19.326176803761648,33.81121447640585,1.2512716193270739,0.0,1.0,1.0,1.0,3.6101642950553696,11.00271653932387,1.3261768037609656
262,PR-0173,262.0,maillard,maillard,0.95,158.4,0.65,,,221.2,,False,141.0,144.7298285739539,185.2,196.18386367807074,11.999999999999318,19.28228078280667,33.770041107152,1.2496493056248665,0.0,1.0,1.0,1.0,3.7298285739539097,10.983863678070747,7.2822807828073515
263,PR-0173,263.0,maillard,maillard,0.95,159.5,0.65,,,221.2,,False,141.2,145.04873422382946,185.5,196.36656992251523,11.999999999999318,19.2378982457245,33.72474432419839,1.2478645211152852,0.0,1.0,1.0,1.0,3.8487342238294673,10.866569922515225,7.237898245725184
264,PR-0173,264.0,maillard,maillard,0.95,156.9,0.65,,,221.2,,False,141.5,145.36689734381545,185.5,196.54726072704474,18.000000000000682,19.193464931755088,33.69061994836519,1.2465199519557355,0.0,1.0,1.0,1.0,3.8668973438154524,11.047260727044744,1.1934649317544057
265,PR-0173,265.0,maillard,maillard,0.95,156.3,0.65,,,221.2,,False,141.8,145.68431284164865,185.8,196.72772491447884,18.000000000000682,19.14890441322608,33.659310533049755,1.2452862979119976,0.0,1.0,1.0,1.0,3.8843128416486365,10.92772491447883,1.1489044132253987
266,PR-0173,266.0,maillard,maillard,0.95,157.3,0.65,,,221.2,,False,142.2,146.00098516917924,186.0,196.90855820073867,23.999999999998636,19.104334984809,33.62419135062175,1.243902531368337,0.0,1.0,1.0,1.0,3.800985169179256,10.908558200738668,-4.8956650151896355
267,PR-0173,267.0,maillard,maillard,0.95,156.9,0.65,,,221.2,,False,142.5,146.31692086050634,186.0,197.089462407059,18.000000000000682,19.05987693325407,33.59107250452431,1.2425975821062567,0.0,1.0,1.0,1.0,3.816920860506343,11.089462407058988,1.0598769332533884
268,PR-0173,268.0,maillard,maillard,0.95,157.8,0.65,,,221.2,,False,142.8,146.63212403196715,186.2,197.26999087071545,18.000000000000682,19.015570939572402,33.554574271748706,1.2411594782004736,0.0,1.0,1.0,1.0,3.8321240319671404,11.069990870715458,1.0155709395717203
269,PR-0173,269.0,maillard,maillard,0.95,158.1,0.65,,,221.2,,False,143.0,146.94659624012914,186.5,197.45133492636282,11.999999999999318,18.971399404616456,33.517204162921146,1.2396870206216404,0.0,1.0,1.0,1.0,3.9465962401291392,10.951334926362819,6.971399404617138
270,PR-0173,270.0,maillard,maillard,0.95,158.8,0.65,,,221.2,,False,143.2,147.26034512197538,186.5,197.63215382977407,11.999999999999318,18.92745945646379,33.47732175229585,1.2381155732903433,0.0,1.0,1.0,1.0,4.060345121975388,11.132153829774069,6.927459456464472
271,PR-0173,271.0,maillard,maillard,0.95,157.4,0.65,,,221.2,,False,143.5,147.57337084406424,186.5,197.81125737617032,18.000000000000682,18.883684617124253,33.44361017154882,1.2367872690888633,0.0,1.0,1.0,1.0,4.073370844064243,11.311257376170317,0.8836846171235706
272,PR-0173,272.0,maillard,maillard,0.95,157.4,0.65,,,221.2,,False,143.8,147.88566810624494,186.8,197.99013629616363,18.000000000000682,18.839929951239437,33.41023570660926,1.235472247929398,0.0,1.0,1.0,1.0,4.085668106244924,11.190136296163615,0.839929951238755
273,PR-0173,273.0,maillard,maillard,0.95,155.9,0.65,,,221.2,,False,144.0,148.19724016652128,187.0,198.16879087147382,11.999999999999318,18.79624805084186,33.38337927821767,1.2344140505420673,0.0,1.0,1.0,1.0,4.197240166521283,11.168790871473817,6.796248050842543
274,PR-0173,274.0,maillard,maillard,0.95,157.5,0.65,,,221.2,,False,144.2,148.50808987699145,187.2,198.34737024139358,11.999999999999318,18.75266842405228,33.35019483608484,1.2331065166640338,0.0,1.0,1.0,1.0,4.30808987699146,11.147370241393588,6.752668424052963
275,PR-0173,275.0,maillard,maillard,0.95,154.3,0.65,,,221.2,,False,144.5,148.81822060103468,187.5,198.52557678439095,18.000000000000682,18.709220929614798,33.33053539442364,1.2323318950539328,0.0,1.0,1.0,1.0,4.318220601034682,11.02557678439095,0.7092209296141156
276,PR-0173,276.0,maillard,maillard,0.95,157.6,0.65,,,221.2,,False,144.8,149.12763397228417,187.8,198.70370868390683,18.000000000000682,18.665895333221194,33.29746710500219,1.231028937826745,0.0,1.0,1.0,1.0,4.327633972284161,10.903708683906814,0.6658953332205115
277,PR-0173,277.0,maillard,maillard,0.95,156.6,0.65,,,221.2,,False,145.0,149.4363331814269,188.0,198.88489205000644,11.999999999999318,18.622712497823986,33.26885235974067,1.2299014592121889,0.0,1.0,1.0,1.0,4.436333181426903,10.884892050006442,6.6227124978246685
278,PR-0173,278.0,maillard,maillard,0.95,157.3,0.65,,,221.2,,False,145.5,149.74433688655142,188.0,199.06242444895247,30.0,18.579965440718148,33.23763775904576,1.2286715410555265,0.0,1.0,1.0,1.0,4.244336886551423,11.06242444895247,-11.420034559281852
279,PR-0173,279.0,maillard,maillard,0.95,155.3,0.65,,,221.2,,False,145.8,150.05162793912123,188.2,199.2397341919825,18.000000000000682,18.53721475475927,33.21498102688924,1.2277788201611506,0.0,1.0,1.0,1.0,4.251627939121221,11.039734191982518,0.5372147547585868
280,PR-0173,280.0,maillard,maillard,0.95,155.9,0.65,,,221.2,,False,146.0,150.35820968386622,188.2,199.41682155834505,11.999999999999318,18.494521733741287,33.19007714529485,1.2267975570515024,0.0,1.0,1.0,1.0,4.358209683866221,11.21682155834506,6.494521733741969
281,PR-0173,281.0,maillard,maillard,0.95,156.2,0.65,,,221.2,,False,146.2,150.66408499501796,188.5,199.5950265482739,11.999999999999318,18.451920814350178,33.164185444136685,1.2257773718608427,0.0,1.0,1.0,1.0,4.46408499501797,11.095026548273893,6.45192081435086
282,PR-0173,282.0,maillard,maillard,0.95,156.2,0.65,,,221.2,,False,146.5,150.96926317988348,188.5,199.77211489118588,18.000000000000682,18.40955189762458,33.138552659990104,1.2247673885220896,0.0,1.0,1.0,1.0,4.469263179883484,11.272114891185879,0.4095518976238992
283,PR-0173,283.0,maillard,maillard,0.95,156.5,0.65,,,221.2,,False,146.8,151.27374127961028,188.8,199.9489811351039,18.000000000000682,18.36729212341949,33.111939345305274,1.223718770304616,0.0,1.0,1.0,1.0,4.473741279610266,11.148981135103895,0.3672921234188067
284,PR-0173,284.0,maillard,maillard,0.95,156.0,0.65,,,221.2,,False,147.0,151.5775217336111,189.0,200.12517898479948,11.999999999999318,18.325152658408317,33.08765359440015,1.222761862789497,0.0,1.0,1.0,1.0,4.577521733611093,11.125178984799476,6.325152658408999
285,PR-0173,285.0,maillard,maillard,0.95,155.6,0.65,,,221.2,,False,147.2,151.88060465100872,189.0,200.30115585233148,11.999999999999318,18.28309937404319,33.06525984551037,1.2218795039656734,0.0,1.0,1.0,1.0,4.680604651008736,11.301155852331476,6.283099374043871
286,PR-0173,286.0,maillard,maillard,0.95,155.0,0.65,,,221.2,,False,147.5,152.18299262994321,189.0,200.47691201484923,18.000000000000682,18.241153182651058,33.045563750868915,1.221103438154304,0.0,1.0,1.0,1.0,4.6829926299432145,11.476912014849233,0.24115318265037544
287,PR-0173,287.0,maillard,maillard,0.95,156.6,0.65,,,221.2,,False,147.8,152.484688099878,189.2,200.65393632841622,18.000000000000682,18.199325686682126,33.01946803914873,1.2200752145364724,0.0,1.0,1.0,1.0,4.684688099878002,11.453936328416233,0.19932568668144413
